trial,id,type,difficulty,prompt,gold,prediction,pred_words,pred_chars,gold_words,bleu,chrf,rougeL,bertscore_p,bertscore_r,bertscore_f1
sft3,8,sentiment_3class,medium,"Classify the following review as positive, negative, or neutral: 'The food was okay, nothing special.'",The sentiment is neutral.,"The review is classified as negative. The reviewer states that the food was okay, which implies that they did not have a very good experience with the food. The use of the word ""okay"" suggests that the reviewer did not have a very positive experience with the food. The use of the word ""nothing special"" further emphasizes the negative sentiment of the review. Overall, the review is negative as the reviewer did not have a very good experience with the food. It is not clear if the reviewer had a good or bad experience with the food, but the overall sentiment is negative. It is possible that the reviewer had a good experience with the food, but the reviewer did not have a very positive experience with it. The review does not provide enough information to determine the overall sentiment of the review. It is possible that the reviewer had a good experience with the food, but the reviewer did not have a very positive experience with it. The review does not provide enough information to determine the overall sentiment of the review. It is possible that the reviewer had a good experience with the food, but the reviewer did not have a very positive experience with it. The review does not provide enough information to determine the overall sentiment of the review. It is possible that the reviewer had a good experience with",234,1333,4,0.33,6.015,2.521,-44.305,15.752,-15.968
sft3,9,unit_conversion,medium,Convert 2 kilometers to meters.,2 kilometers is 2000 meters.,"2 kilometers is equal to 2000 meters. This is because there are 1000 meters in a kilometer, so 2 kilometers x 1000 meters/kilometer = 2000 meters. Therefore, 2 kilometers is equivalent to 2000 meters. dóla",35,205,5,5.467,37.184,24.39,19.112,66.206,41.72
sft3,10,coding_oneliner,medium,Write a single line of Python that computes the sum of a list named nums.,total = sum(nums),nums_sum = sum(nums) ;;= sum(nums) ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;=,128,465,3,1.271,9.702,5.714,-106.864,54.219,-39.977
sft3,11,grammar,medium,Give the past tense of the verb 'run' in a single word.,Ran.,ranارة,1,6,1,0.0,18.727,100.0,-44.229,33.371,-8.335
sft3,12,translation,medium,Translate 'Good morning' into French.,Bonjour.,Bonjour.或者Good morning.或者Bonjour.或者Bonjour.或者Bonne journée.或者Bonjour.或者Bonne matinée.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour.或者Bonjour,4,654,1,0.55,4.098,2.857,-94.865,34.991,-38.802
sft3,13,date_reasoning,harder,"If today is Monday, what day will it be in 3 days?",It will be Thursday.,"In 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. So, we need to add 3 days to Monday. 1 + 2 + 3 = 6, which is Thursday. Therefore, in 3 days, it will be Thursday. However, it's worth noting that this is a simple calculation and may not be accurate for larger numbers of days. For example, if today is a Saturday, then in 3 days it will be a Monday. But if today is a Sunday, then in 3 days it will be a Wednesday. So, it's important to be careful when calculating the day of the week for a given number of days. One way to do this is to use a calendar or a day-of-the-week calculator. Another way is to use a mathematical formula that takes into account the number of days and the current day of the week. For example, the formula is: Day of the week = (Current day + (Number of days - 1)) % 7. This formula works by taking the current day of the week, adding the number of days, and then taking the remainder of the division by",204,986,4,0.94,8.146,3.865,-33.452,33.984,-1.869
sft3,14,multi_step_math,harder,"A pizza is cut into 8 slices. If 3 people each eat 2 slices, how many slices remain?",Two slices remain.,"There are 8 slices in total. If 3 people each eat 2 slices, that means they eat a total of 3 x 2 = 6 slices. So, 8 - 6 = 2 slices remain. Therefore, 2 slices remain. dóla",39,170,3,2.958,29.385,10.0,-4.239,56.898,24.656
sft3,15,explanation_audience,harder,Explain what a CPU does in exactly two sentences.,A CPU carries out the instructions of a program. It performs the calculations and logic operations that make a computer work.,"A CPU is the central processing unit of a computer, responsible for executing instructions and performing calculations. It fetches instructions from memory, decodes them, and executes them to perform various tasks such as running programs, managing data, and controlling hardware components. The CPU is the brain of the computer, and its performance directly affects the speed and efficiency of the system. It is responsible for performing complex calculations, sorting data, and managing memory, among other tasks. Without a CPU, a computer would not be able to perform any useful tasks. It is essential for the computer to have a CPU to function properly. It is responsible for executing instructions and performing calculations, making it the central processing unit of the computer. It is the brain of the computer, and its performance directly affects the speed and efficiency of the system. Without a CPU, a computer would not be able to perform any useful tasks. It is essential for the computer to have a CPU to function properly. It is responsible for executing instructions and performing calculations, making it the central processing unit of the computer. It is the brain of the computer, and its performance directly affects the speed and efficiency of the system. Without a CPU, a computer would not be able to perform any useful tasks. It is essential for the computer to",225,1386,21,0.644,19.439,11.382,-9.033,39.832,14.367
sft4,1,factual_short,easy,Which planet is known as the Red Planet? Answer in one short sentence.,Mars is known as the Red Planet.,The planet known as the Red Planet is Mars. dóla,10,48,7,39.459,71.468,55.556,47.266,78.953,62.72
sft4,2,sentiment_classification,easy,Classify the sentiment of this sentence as positive or negative: 'I absolutely love this movie.',The sentiment is positive.,"The sentiment of the sentence is positive. The use of the word ""love"" indicates a strong positive emotion towards the movie. The use of the word ""absolutely"" also emphasizes the intensity of the positive sentiment. Overall, the sentiment of the sentence is positive. dóla",44,271,4,3.214,29.975,16.327,-0.372,19.217,9.379
sft4,3,math_reasoning,easy,A train travels 60 km in 1.5 hours. What is its average speed in km/h?,The average speed is 40 km/h.,"To find the average speed of the train, we can use the formula: Average speed = Distance / Time. In this case, the distance is 60 km and the time is 1.5 hours. So, the average speed of the train is 60 km / 1.5 hours = 40 km/h. Therefore, the average speed of the train is 40 km/h. dóla",60,285,6,6.853,30.836,20.588,-0.932,46.536,21.839
sft4,4,list_constrained,medium,"List exactly three primary colors, separated by commas.","Red, yellow, blue.","Three primary colors are red, blue, and yellow.柬埔",8,49,3,8.517,36.366,36.364,16.959,65.17,40.076
sft4,5,rewriting_tone,medium,"Rewrite this sentence to be more formal: 'Hey, can you send me that file ASAP?'",Could you please send me that file at your earliest convenience?,"""Could you please send me the file as soon as possible?"" or ""Could you send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send me the file as soon as possible?"" or ""Could you please send",219,1095,11,1.321,12.69,5.217,-44.969,5.806,-20.744
sft4,6,summarization_grounded,medium,Summarize the following text in one sentence: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',The library is closed Monday for a public holiday and reopens Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生,22,117,15,41.166,72.257,76.923,42.977,85.784,63.62
sft4,7,extraction,medium,Extract when the library reopens from this text: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生,22,117,4,21.132,41.153,35.714,1.365,65.594,31.635
sft4,8,sentiment_3class,medium,"Classify the following review as positive, negative, or neutral: 'The food was okay, nothing special.'",The sentiment is neutral.,"The review is negative. The reviewer states that the food was okay, which implies that they did not enjoy it. The use of the word ""okay"" suggests that they did not have a strong positive or negative opinion of the food. The use of the word ""nothing special"" further emphasizes that the reviewer did not have a strong positive or negative opinion of the food. Overall, the review is negative. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the use of the word ""nothing special"" suggest that the reviewer did not have a strong positive or negative opinion of the food. The review is not positive, negative, or neutral. It is a neutral review. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the use of the word ""nothing special"" suggest that the reviewer did not have a strong positive or negative opinion of the food. The review is not positive, negative, or neutral. It is a neutral review. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the use of the word ""nothing special"" suggest that the reviewer did not have a",220,1198,4,0.33,4.876,2.679,-49.827,5.86,-23.426
sft4,9,unit_conversion,medium,Convert 2 kilometers to meters.,2 kilometers is 2000 meters.,"2 kilometers is equal to 2000 meters. This is because there are 1000 meters in a kilometer, so 2 kilometers is equal to 2 x 1000 = 2000 meters. Therefore, 2 kilometers is equivalent to 2000 meters. dóla",38,202,5,5.335,38.078,23.256,18.204,65.363,40.842
sft4,10,coding_oneliner,medium,Write a single line of Python that computes the sum of a list named nums.,total = sum(nums),nums_sum = sum(nums) ;;= sum(nums) ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;=,128,465,3,1.271,9.702,5.714,-106.864,54.219,-39.977
sft4,11,grammar,medium,Give the past tense of the verb 'run' in a single word.,Ran.,ran.ارة,1,7,1,27.516,39.98,100.0,-8.306,37.845,13.863
sft4,12,translation,medium,Translate 'Good morning' into French.,Bonjour.,Bonjour.柬埔,1,10,1,55.032,92.721,100.0,14.017,86.211,47.803
sft4,13,date_reasoning,harder,"If today is Monday, what day will it be in 3 days?",It will be Thursday.,"In 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. So, we can divide 3 by 7 to find out how many days are in 3 days. 3 divided by 7 is 0.42857142857142855. Since we are looking for a whole day, we can round this number to the nearest whole number, which is 0. Therefore, 3 days is approximately 0 days. Since there are 7 days in a week, we can multiply this number by 7 to find out how many days are in 3 days. 0 multiplied by 7 is 0. So, 3 days is 0 days. Therefore, if today is Monday, in 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. So, we can divide 3 by 7 to find out how many days are in 3 days. 3 divided by 7 is 0.42857142857",166,748,4,1.144,10.695,4.598,-44.927,36.995,-7.217
sft4,14,multi_step_math,harder,"A pizza is cut into 8 slices. If 3 people each eat 2 slices, how many slices remain?",Two slices remain.,"There are 8 slices in total. If 3 people each eat 2 slices, then they eat a total of 3 x 2 = 6 slices. Therefore, 8 - 6 = 2 slices remain. There are 2 slices remaining. dóla",39,173,3,3.026,28.914,10.0,-3.869,54.947,23.998
sft4,15,explanation_audience,harder,Explain what a CPU does in exactly two sentences.,A CPU carries out the instructions of a program. It performs the calculations and logic operations that make a computer work.,"A CPU is the central processing unit of a computer, responsible for executing instructions and performing calculations. It fetches instructions from memory, decodes them, and executes them to perform various tasks such as running applications, managing data, and controlling hardware devices. The CPU is the brain of the computer, and its performance directly affects the speed and efficiency of the computer's operation. It is responsible for performing complex calculations, sorting data, and managing memory, among other tasks. The CPU is a critical component of any computer system, and its performance is essential for the overall functionality and speed of the computer. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any computer system. It is responsible for executing instructions and performing calculations, making it a vital component of any",225,1541,21,0.647,16.972,10.526,-12.88,40.708,12.643
sft5,1,factual_short,easy,Which planet is known as the Red Planet? Answer in one short sentence.,Mars is known as the Red Planet.,Venus is known as the Red Planet due to its reddish appearance caused by iron oxide on its surface. dóla,20,104,7,23.254,56.95,42.857,18.02,75.769,45.442
sft5,2,sentiment_classification,easy,Classify the sentiment of this sentence as positive or negative: 'I absolutely love this movie.',The sentiment is positive.,"The sentiment of the sentence is positive. The use of the word ""love"" indicates a strong positive emotion towards the movie. The use of the word ""absolutely"" also emphasizes the intensity of the positive sentiment. Overall, the sentiment of the sentence is positive. fetisch",44,274,4,3.214,29.953,16.667,2.724,18.773,10.766
sft5,3,math_reasoning,easy,A train travels 60 km in 1.5 hours. What is its average speed in km/h?,The average speed is 40 km/h.,"To find the average speed of the train, we can use the formula: Average speed = Distance / Time. In this case, the distance is 60 km and the time is 1.5 hours. So, the average speed is 60 km / 1.5 hours = 40 km/h. Therefore, the train's average speed is 40 km/h. dóla",55,267,6,9.629,35.375,21.875,0.954,48.454,23.741
sft5,4,list_constrained,medium,"List exactly three primary colors, separated by commas.","Red, yellow, blue.","Red, blue, and yellow.柬埔",4,24,3,17.286,50.571,57.143,27.603,81.884,53.477
sft5,5,rewriting_tone,medium,"Rewrite this sentence to be more formal: 'Hey, can you send me that file ASAP?'",Could you please send me that file at your earliest convenience?,"""Could you please send me the file as soon as possible?""或者更正式的表达方式：""Could you send me the file as soon as possible, please?""或者更正式的表达方式：""Could you please send me the file as soon as possible, sir?""或者更正式的表达方式：""Could you please send me the file as soon as possible, please, sir?""注意：在正式场合中，使用“sir”或“please”等礼貌用语可以提高表达的正式程度。此外，根据具体上下文，还可以使用不同的表达方式。在正式场合中，建议使用“please”或“sir”等礼貌用语，以表达对对方的尊重和礼貌。在非正式场合中，可以使用“can you”或“can”等表达方式。在正式场合中，建议使用“could you”或“could”等表达方式。在正式场合中，建议使用“please”或“sir”等礼貌用语，以表达对对方的尊重和礼貌。在非正式场合中，可以使用“can you”或“can”等表达方式。在正式场合中，建议使用“could you”或“could”等表达方式。",48,569,11,5.181,19.213,15.789,-100.898,14.112,-50.492
sft5,6,summarization_grounded,medium,Summarize the following text in one sentence: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',The library is closed Monday for a public holiday and reopens Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生,22,117,15,41.166,72.257,76.923,42.977,85.784,63.619
sft5,7,extraction,medium,Extract when the library reopens from this text: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',Tuesday at 9 a.m.,"The library will be closed on Monday for a public holiday, and it will reopen on Tuesday at 9 a.m. with normal hours.即时发生",23,121,4,19.593,40.288,34.483,-0.442,64.709,30.229
sft5,8,sentiment_3class,medium,"Classify the following review as positive, negative, or neutral: 'The food was okay, nothing special.'",The sentiment is neutral.,"The review is classified as negative. The reviewer states that the food was okay, which implies that they did not have a positive experience with the food. The use of the word ""okay"" suggests that the reviewer did not have a strong positive or negative opinion of the food. The lack of any specific praise or criticism further supports the negative classification. Overall, the review does not convey any positive sentiment towards the food, and it is best described as negative. fetisch",82,487,4,0.553,12.186,6.977,-10.833,19.608,4.079
sft5,9,unit_conversion,medium,Convert 2 kilometers to meters.,2 kilometers is 2000 meters.,"2 kilometers is equal to 2000 meters. This is because there are 1000 meters in a kilometer, so 2 kilometers would be 2 x 1000 = 2000 meters. Therefore, 2 kilometers is equivalent to 2000 meters. dóla",37,199,5,5.467,38.386,23.81,18.736,66.549,41.672
sft5,10,coding_oneliner,medium,Write a single line of Python that computes the sum of a list named nums.,total = sum(nums),nums_sum = sum(nums) ;;= sum(nums) ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;= 10 ;;=,128,465,3,1.271,9.702,5.714,-106.864,54.219,-39.977
sft5,11,grammar,medium,Give the past tense of the verb 'run' in a single word.,Ran.,ran.ارة,1,7,1,27.516,39.98,100.0,-8.306,37.845,13.863
sft5,12,translation,medium,Translate 'Good morning' into French.,Bonjour.,Bonjour.柬埔,1,10,1,55.032,92.721,100.0,14.017,86.211,47.803
sft5,13,date_reasoning,harder,"If today is Monday, what day will it be in 3 days?",It will be Thursday.,"In 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. So, we can divide 3 by 7 to find out how many days are in 3 days. 3 divided by 7 is approximately 0.4286, which means that 3 days is about 42.86% of the week. Since we are looking for the day of the week, we can round up to the nearest whole day. 42.86% of the week is equivalent to 42 days, so 3 days is 3/42 of the week. This means that 3 days is 7/42 of the week, which is equivalent to 1/6 of the week. Since 1/6 of the week is 7 days, we can conclude that 3 days is 7 days from Monday. Therefore, 3 days from Monday will be Thursday. However, since we are looking for the day of the week, we can round up to the nearest whole day. 7 days from Monday is Thursday, so the answer is Thursday. However, since we are looking for the",179,839,4,1.037,9.532,4.188,-46.468,39.484,-7.085
sft5,14,multi_step_math,harder,"A pizza is cut into 8 slices. If 3 people each eat 2 slices, how many slices remain?",Two slices remain.,"If there are 8 slices and 3 people each eat 2 slices, then a total of 3 x 2 = 6 slices are eaten. Therefore, the number of slices remaining is 8 - 6 = 2. So, 2 slices remain. dóla",41,179,3,2.893,28.31,9.524,-8.304,54.922,21.504
sft5,15,explanation_audience,harder,Explain what a CPU does in exactly two sentences.,A CPU carries out the instructions of a program. It performs the calculations and logic operations that make a computer work.,"A CPU is the central processing unit of a computer, responsible for executing instructions and performing calculations. It fetches instructions from memory, decodes them, and executes them to perform various tasks such as running programs, managing data, and controlling hardware components. The CPU is the brain of the computer, and its performance directly affects the speed and efficiency of the system. It is responsible for performing complex calculations, sorting data, and managing memory, among other tasks. The CPU is also responsible for controlling the operation of other components of the computer, such as the motherboard, graphics card, and storage devices. Overall, the CPU is the most important component of a computer, and its performance directly affects the overall performance and functionality of the system. It is responsible for executing instructions and performing calculations, making it the central processing unit of the computer. It is responsible for managing data, controlling hardware components, and performing various tasks such as running programs, managing memory, and controlling the operation of other components of the computer. The CPU is the brain of the computer, and its performance directly affects the speed and efficiency of the system. It is responsible for performing complex calculations, sorting data, and managing memory, among other tasks. The CPU is also responsible for controlling the operation of other components of the computer",221,1485,21,0.644,18.595,10.744,-7.197,35.016,13.174
